# TEST CONFIGURATION BEGIN
# FileStream(filename='df_train.csv', target_idx=-1, n_targets=1, cat_features=None)
# [arf_PageHinkley] AdaptiveRandomForestClassifier(binary_split=False, disable_weighted_vote=False, drift_detection_method=PageHinkley(alpha=0.9999, delta=0.005, min_instances=30, threshold=50), grace_period=50, lambda_value=6, leaf_prediction='nba', max_byte_size=33554432, max_features='auto', memory_estimate_period=2000000, n_estimators=10, nb_threshold=0, no_preprune=False, nominal_attributes=None, performance_metric='acc', random_state=None, remove_poor_atts=False, split_confidence=0.01, split_criterion='info_gain', stop_mem_management=False, tie_threshold=0.05, warning_detection_method=PageHinkley(alpha=0.9999, delta=0.005, min_instances=30, threshold=50))
# [arf_ADWIN] AdaptiveRandomForestClassifier(binary_split=False, disable_weighted_vote=False, drift_detection_method=ADWIN(delta=0.002), grace_period=50, lambda_value=6, leaf_prediction='nba', max_byte_size=33554432, max_features='auto', memory_estimate_period=2000000, n_estimators=10, nb_threshold=0, no_preprune=False, nominal_attributes=None, performance_metric='acc', random_state=None, remove_poor_atts=False, split_confidence=0.01, split_criterion='info_gain', stop_mem_management=False, tie_threshold=0.05, warning_detection_method=ADWIN(delta=0.002))
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=359935, max_time=inf, metrics=['accuracy', 'f1'], n_wait=200, output_file='results_train.csv', pretrain_size=1000, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_acc_[arf_PageHinkley],current_acc_[arf_PageHinkley],mean_acc_[arf_ADWIN],current_acc_[arf_ADWIN],mean_f1_[arf_PageHinkley],current_f1_[arf_PageHinkley],mean_f1_[arf_ADWIN],current_f1_[arf_ADWIN]
165999,0.998794,1.000000,0.998891,1.000000,0.999361,1.000000,0.999412,1.000000
166199,0.998795,1.000000,0.998892,1.000000,0.999361,1.000000,0.999413,1.000000
166399,0.998797,1.000000,0.998894,1.000000,0.999362,1.000000,0.999414,1.000000
166599,0.998798,1.000000,0.998895,1.000000,0.999363,1.000000,0.999414,1.000000
166799,0.998800,1.000000,0.998896,1.000000,0.999364,1.000000,0.999415,1.000000
166999,0.998801,1.000000,0.998898,1.000000,0.999365,1.000000,0.999416,1.000000
167199,0.998803,1.000000,0.998899,1.000000,0.999366,1.000000,0.999417,1.000000
167399,0.998804,1.000000,0.998900,1.000000,0.999366,1.000000,0.999417,1.000000
167599,0.998806,1.000000,0.998902,1.000000,0.999367,1.000000,0.999418,1.000000
167799,0.998807,1.000000,0.998903,1.000000,0.999368,1.000000,0.999419,1.000000
167999,0.998808,1.000000,0.998904,1.000000,0.999369,1.000000,0.999419,1.000000
168199,0.998810,1.000000,0.998906,1.000000,0.999370,1.000000,0.999420,1.000000
168399,0.998811,1.000000,0.998907,1.000000,0.999370,1.000000,0.999421,1.000000
168599,0.998813,1.000000,0.998908,1.000000,0.999371,1.000000,0.999422,1.000000
168799,0.998814,1.000000,0.998909,1.000000,0.999372,1.000000,0.999422,1.000000
168999,0.998815,1.000000,0.998911,1.000000,0.999373,1.000000,0.999423,1.000000
169199,0.998817,1.000000,0.998912,1.000000,0.999374,1.000000,0.999424,1.000000
169399,0.998818,1.000000,0.998913,1.000000,0.999374,1.000000,0.999425,1.000000
169599,0.998820,1.000000,0.998915,1.000000,0.999375,1.000000,0.999425,1.000000
169799,0.998821,1.000000,0.998916,1.000000,0.999376,1.000000,0.999426,1.000000
169999,0.998822,1.000000,0.998917,1.000000,0.999377,1.000000,0.999427,1.000000
170199,0.998824,1.000000,0.998918,1.000000,0.999377,1.000000,0.999427,1.000000
170399,0.998825,1.000000,0.998920,1.000000,0.999378,1.000000,0.999428,1.000000
170599,0.998827,1.000000,0.998921,1.000000,0.999379,1.000000,0.999429,1.000000
170799,0.998828,1.000000,0.998922,1.000000,0.999380,1.000000,0.999430,1.000000
170999,0.998829,1.000000,0.998924,1.000000,0.999381,1.000000,0.999430,1.000000
171199,0.998831,1.000000,0.998925,1.000000,0.999381,1.000000,0.999431,1.000000
171399,0.998832,1.000000,0.998926,1.000000,0.999382,1.000000,0.999432,1.000000
171599,0.998834,1.000000,0.998927,1.000000,0.999383,1.000000,0.999432,1.000000
171799,0.998835,1.000000,0.998929,1.000000,0.999384,1.000000,0.999433,1.000000
171999,0.998836,1.000000,0.998930,1.000000,0.999384,1.000000,0.999434,1.000000
172199,0.998838,1.000000,0.998931,1.000000,0.999385,1.000000,0.999435,1.000000
172399,0.998798,0.965000,0.998903,0.975000,0.999364,0.951049,0.999419,0.964539
172599,0.998747,0.955000,0.998840,0.945000,0.999336,0.307692,0.999385,0.000000
172799,0.998737,0.990000,0.998818,0.980000,0.999331,0.994975,0.999374,0.989899
172999,0.998674,0.945000,0.998738,0.930000,0.999297,0.952381,0.999331,0.940171
173199,0.998676,1.000000,0.998740,1.000000,0.999297,0.000000,0.999331,0.000000
173399,0.998677,1.000000,0.998741,1.000000,0.999297,0.000000,0.999331,0.000000
173599,0.998650,0.975000,0.998714,0.975000,0.999282,0.966887,0.999316,0.966887
173799,0.998652,1.000000,0.998715,1.000000,0.999283,1.000000,0.999317,1.000000
173999,0.998653,1.000000,0.998717,1.000000,0.999284,1.000000,0.999318,1.000000
174199,0.998655,1.000000,0.998718,1.000000,0.999285,1.000000,0.999319,1.000000
174399,0.998656,1.000000,0.998720,1.000000,0.999286,1.000000,0.999319,1.000000
174599,0.998658,1.000000,0.998721,1.000000,0.999287,1.000000,0.999320,1.000000
174799,0.998659,1.000000,0.998723,1.000000,0.999287,1.000000,0.999321,1.000000
174999,0.998661,1.000000,0.998724,1.000000,0.999288,1.000000,0.999322,1.000000
175199,0.998662,1.000000,0.998726,1.000000,0.999289,1.000000,0.999323,1.000000
175399,0.998664,1.000000,0.998727,1.000000,0.999290,1.000000,0.999323,1.000000
175599,0.998666,1.000000,0.998729,1.000000,0.999291,1.000000,0.999324,1.000000
175799,0.998667,1.000000,0.998730,1.000000,0.999292,1.000000,0.999325,1.000000
175999,0.998669,1.000000,0.998731,1.000000,0.999293,1.000000,0.999326,1.000000
176199,0.998670,1.000000,0.998733,1.000000,0.999293,1.000000,0.999327,1.000000
176399,0.998672,1.000000,0.998734,1.000000,0.999294,1.000000,0.999328,1.000000
176599,0.998673,1.000000,0.998736,1.000000,0.999295,1.000000,0.999328,1.000000
176799,0.998675,1.000000,0.998737,1.000000,0.999296,1.000000,0.999329,1.000000
176999,0.998676,1.000000,0.998739,1.000000,0.999297,1.000000,0.999330,1.000000
177199,0.998678,1.000000,0.998740,1.000000,0.999298,1.000000,0.999331,1.000000
177399,0.998679,1.000000,0.998741,1.000000,0.999299,1.000000,0.999332,1.000000
177599,0.998681,1.000000,0.998743,1.000000,0.999299,1.000000,0.999332,1.000000
177799,0.998682,1.000000,0.998744,1.000000,0.999300,1.000000,0.999333,1.000000
177999,0.998684,1.000000,0.998746,1.000000,0.999301,1.000000,0.999334,1.000000
178199,0.998685,1.000000,0.998747,1.000000,0.999302,1.000000,0.999335,1.000000
178399,0.998687,1.000000,0.998749,1.000000,0.999303,1.000000,0.999336,1.000000
178599,0.998688,1.000000,0.998750,1.000000,0.999304,1.000000,0.999336,1.000000
178799,0.998690,1.000000,0.998751,1.000000,0.999304,1.000000,0.999337,1.000000
178999,0.998691,1.000000,0.998753,1.000000,0.999305,1.000000,0.999338,1.000000
179199,0.998692,1.000000,0.998754,1.000000,0.999306,1.000000,0.999339,1.000000
179399,0.998694,1.000000,0.998756,1.000000,0.999307,1.000000,0.999340,1.000000
179599,0.998695,1.000000,0.998757,1.000000,0.999308,1.000000,0.999340,1.000000
179799,0.998697,1.000000,0.998758,1.000000,0.999309,1.000000,0.999341,1.000000
179999,0.998698,1.000000,0.998760,1.000000,0.999309,1.000000,0.999342,1.000000
180199,0.998700,1.000000,0.998761,1.000000,0.999310,1.000000,0.999343,1.000000
180399,0.998701,1.000000,0.998763,1.000000,0.999311,1.000000,0.999344,1.000000
180599,0.998703,1.000000,0.998764,1.000000,0.999312,1.000000,0.999344,1.000000
180799,0.998704,1.000000,0.998765,1.000000,0.999313,1.000000,0.999345,1.000000
180999,0.998706,1.000000,0.998767,1.000000,0.999313,1.000000,0.999346,1.000000
181199,0.998707,1.000000,0.998768,1.000000,0.999314,1.000000,0.999347,1.000000
181399,0.998708,1.000000,0.998769,1.000000,0.999315,1.000000,0.999347,1.000000
181599,0.998710,1.000000,0.998771,1.000000,0.999316,1.000000,0.999348,1.000000
181799,0.998711,1.000000,0.998772,1.000000,0.999317,1.000000,0.999349,1.000000
181999,0.998713,1.000000,0.998773,1.000000,0.999317,1.000000,0.999350,1.000000
182199,0.998714,1.000000,0.998775,1.000000,0.999318,1.000000,0.999350,1.000000
182399,0.998716,1.000000,0.998776,1.000000,0.999319,1.000000,0.999351,1.000000
182599,0.998717,1.000000,0.998778,1.000000,0.999320,1.000000,0.999352,1.000000
182799,0.998718,1.000000,0.998779,1.000000,0.999321,1.000000,0.999353,1.000000
182999,0.998720,1.000000,0.998780,1.000000,0.999321,1.000000,0.999353,1.000000
183199,0.998721,1.000000,0.998782,1.000000,0.999322,1.000000,0.999354,1.000000
183399,0.998723,1.000000,0.998783,1.000000,0.999323,1.000000,0.999355,1.000000
183599,0.998724,1.000000,0.998784,1.000000,0.999324,1.000000,0.999356,1.000000
183799,0.998725,1.000000,0.998786,1.000000,0.999325,1.000000,0.999356,1.000000
183999,0.998727,1.000000,0.998787,1.000000,0.999325,1.000000,0.999357,1.000000
184199,0.998728,1.000000,0.998788,1.000000,0.999326,1.000000,0.999358,1.000000
184399,0.998730,1.000000,0.998790,1.000000,0.999327,1.000000,0.999359,1.000000
184599,0.998731,1.000000,0.998791,1.000000,0.999328,1.000000,0.999359,1.000000
184799,0.998732,1.000000,0.998792,1.000000,0.999329,1.000000,0.999360,1.000000
184999,0.998734,1.000000,0.998793,1.000000,0.999329,1.000000,0.999361,1.000000
185199,0.998735,1.000000,0.998795,1.000000,0.999330,1.000000,0.999362,1.000000
185399,0.998736,1.000000,0.998796,1.000000,0.999331,1.000000,0.999362,1.000000
185599,0.998738,1.000000,0.998797,1.000000,0.999332,1.000000,0.999363,1.000000
185799,0.998739,1.000000,0.998799,1.000000,0.999332,1.000000,0.999364,1.000000
185999,0.998741,1.000000,0.998800,1.000000,0.999333,1.000000,0.999365,1.000000
186199,0.998742,1.000000,0.998801,1.000000,0.999334,1.000000,0.999365,1.000000
186399,0.998743,1.000000,0.998803,1.000000,0.999335,1.000000,0.999366,1.000000
186599,0.998745,1.000000,0.998804,1.000000,0.999335,1.000000,0.999367,1.000000
186799,0.998746,1.000000,0.998805,1.000000,0.999336,1.000000,0.999367,1.000000
186999,0.998747,1.000000,0.998806,1.000000,0.999337,1.000000,0.999368,1.000000
187199,0.998749,1.000000,0.998808,1.000000,0.999338,1.000000,0.999369,1.000000
187399,0.998750,1.000000,0.998809,1.000000,0.999338,1.000000,0.999370,1.000000
187599,0.998751,1.000000,0.998810,1.000000,0.999339,1.000000,0.999370,1.000000
187799,0.998753,1.000000,0.998812,1.000000,0.999340,1.000000,0.999371,1.000000
187999,0.998754,1.000000,0.998813,1.000000,0.999341,1.000000,0.999372,1.000000
188199,0.998755,1.000000,0.998814,1.000000,0.999341,1.000000,0.999372,1.000000
188399,0.998757,1.000000,0.998815,1.000000,0.999342,1.000000,0.999373,1.000000
188599,0.998758,1.000000,0.998817,1.000000,0.999343,1.000000,0.999374,1.000000
188799,0.998759,1.000000,0.998818,1.000000,0.999344,1.000000,0.999375,1.000000
188999,0.998761,1.000000,0.998819,1.000000,0.999344,1.000000,0.999375,1.000000
189199,0.998762,1.000000,0.998820,1.000000,0.999345,1.000000,0.999376,1.000000
189399,0.998763,1.000000,0.998822,1.000000,0.999346,1.000000,0.999377,1.000000
189599,0.998765,1.000000,0.998823,1.000000,0.999347,1.000000,0.999377,1.000000
189799,0.998766,1.000000,0.998824,1.000000,0.999347,1.000000,0.999378,1.000000
189999,0.998767,1.000000,0.998825,1.000000,0.999348,1.000000,0.999379,1.000000
190199,0.998768,1.000000,0.998827,1.000000,0.999349,1.000000,0.999379,1.000000
190399,0.998770,1.000000,0.998828,1.000000,0.999349,1.000000,0.999380,1.000000
190599,0.998771,1.000000,0.998829,1.000000,0.999350,1.000000,0.999381,1.000000
190799,0.998772,1.000000,0.998830,1.000000,0.999351,1.000000,0.999382,1.000000
190999,0.998774,1.000000,0.998832,1.000000,0.999352,1.000000,0.999382,1.000000
191199,0.998775,1.000000,0.998833,1.000000,0.999352,1.000000,0.999383,1.000000
191399,0.998776,1.000000,0.998834,1.000000,0.999353,1.000000,0.999384,1.000000
191599,0.998778,1.000000,0.998835,1.000000,0.999354,1.000000,0.999384,1.000000
191799,0.998779,1.000000,0.998836,1.000000,0.999355,1.000000,0.999385,1.000000
191999,0.998780,1.000000,0.998838,1.000000,0.999355,1.000000,0.999386,1.000000
192199,0.998781,1.000000,0.998839,1.000000,0.999356,1.000000,0.999386,1.000000
192399,0.998783,1.000000,0.998840,1.000000,0.999357,1.000000,0.999387,1.000000
192599,0.998784,1.000000,0.998841,1.000000,0.999357,1.000000,0.999388,1.000000
192799,0.998785,1.000000,0.998843,1.000000,0.999358,1.000000,0.999388,1.000000
192999,0.998786,1.000000,0.998844,1.000000,0.999359,1.000000,0.999389,1.000000
193199,0.998788,1.000000,0.998845,1.000000,0.999360,1.000000,0.999390,1.000000
193399,0.998789,1.000000,0.998846,1.000000,0.999360,1.000000,0.999390,1.000000
193599,0.998790,1.000000,0.998847,1.000000,0.999361,1.000000,0.999391,1.000000
193799,0.998791,1.000000,0.998849,1.000000,0.999362,1.000000,0.999392,1.000000
193999,0.998793,1.000000,0.998850,1.000000,0.999362,1.000000,0.999392,1.000000
194199,0.998794,1.000000,0.998851,1.000000,0.999363,1.000000,0.999393,1.000000
194399,0.998795,1.000000,0.998852,1.000000,0.999364,1.000000,0.999394,1.000000
194599,0.998796,1.000000,0.998853,1.000000,0.999364,1.000000,0.999394,1.000000
194799,0.998798,1.000000,0.998854,1.000000,0.999365,1.000000,0.999395,1.000000
194999,0.998799,1.000000,0.998856,1.000000,0.999366,1.000000,0.999396,1.000000
195199,0.998800,1.000000,0.998857,1.000000,0.999366,1.000000,0.999396,1.000000
195399,0.998801,1.000000,0.998858,1.000000,0.999367,1.000000,0.999397,1.000000
195599,0.998803,1.000000,0.998859,1.000000,0.999368,1.000000,0.999398,1.000000
195799,0.998804,1.000000,0.998860,1.000000,0.999369,1.000000,0.999398,1.000000
195999,0.998805,1.000000,0.998862,1.000000,0.999369,1.000000,0.999399,1.000000
196199,0.998806,1.000000,0.998863,1.000000,0.999370,1.000000,0.999400,1.000000
196399,0.998808,1.000000,0.998864,1.000000,0.999371,1.000000,0.999400,1.000000
196599,0.998809,1.000000,0.998865,1.000000,0.999371,1.000000,0.999401,1.000000
196799,0.998810,1.000000,0.998866,1.000000,0.999372,1.000000,0.999402,1.000000
196999,0.998811,1.000000,0.998867,1.000000,0.999373,1.000000,0.999402,1.000000
197199,0.998812,1.000000,0.998869,1.000000,0.999373,1.000000,0.999403,1.000000
197399,0.998814,1.000000,0.998870,1.000000,0.999374,1.000000,0.999403,1.000000
197599,0.998815,1.000000,0.998871,1.000000,0.999375,1.000000,0.999404,1.000000
197799,0.998816,1.000000,0.998872,1.000000,0.999375,1.000000,0.999405,1.000000
197999,0.998817,1.000000,0.998873,1.000000,0.999376,1.000000,0.999405,1.000000
198199,0.998818,1.000000,0.998874,1.000000,0.999377,1.000000,0.999406,1.000000
198399,0.998794,0.975000,0.998855,0.980000,0.999364,0.974619,0.999396,0.979592
198599,0.998796,1.000000,0.998856,1.000000,0.999364,0.000000,0.999396,0.000000
198799,0.998797,1.000000,0.998857,1.000000,0.999364,0.000000,0.999396,0.000000
198999,0.998798,1.000000,0.998859,1.000000,0.999364,0.000000,0.999396,0.000000
199199,0.998799,1.000000,0.998860,1.000000,0.999364,0.000000,0.999396,0.000000
199399,0.998800,1.000000,0.998861,1.000000,0.999364,0.000000,0.999396,0.000000
199599,0.998802,1.000000,0.998862,1.000000,0.999364,0.000000,0.999396,0.000000
199799,0.998773,0.970000,0.998843,0.980000,0.999348,0.950000,0.999385,0.965517
199999,0.998774,1.000000,0.998844,1.000000,0.999348,1.000000,0.999386,1.000000
200199,0.998775,1.000000,0.998845,1.000000,0.999349,1.000000,0.999386,1.000000
200399,0.998776,1.000000,0.998847,1.000000,0.999350,1.000000,0.999387,1.000000
200599,0.998778,1.000000,0.998848,1.000000,0.999351,1.000000,0.999388,1.000000
200799,0.998779,1.000000,0.998849,1.000000,0.999351,1.000000,0.999388,1.000000
200999,0.998780,1.000000,0.998850,1.000000,0.999352,1.000000,0.999389,1.000000
201199,0.998781,1.000000,0.998851,1.000000,0.999353,1.000000,0.999390,1.000000
201399,0.998782,1.000000,0.998852,1.000000,0.999353,1.000000,0.999390,1.000000
201599,0.998784,1.000000,0.998853,1.000000,0.999354,1.000000,0.999391,1.000000
201799,0.998785,1.000000,0.998855,1.000000,0.999355,1.000000,0.999392,1.000000
201999,0.998786,1.000000,0.998856,1.000000,0.999355,1.000000,0.999392,1.000000
202199,0.998787,1.000000,0.998857,1.000000,0.999356,1.000000,0.999393,1.000000
202399,0.998788,1.000000,0.998858,1.000000,0.999357,1.000000,0.999394,1.000000
202599,0.998790,1.000000,0.998859,1.000000,0.999357,1.000000,0.999394,1.000000
202799,0.998791,1.000000,0.998860,1.000000,0.999358,1.000000,0.999395,1.000000
202999,0.998792,1.000000,0.998861,1.000000,0.999359,1.000000,0.999395,1.000000
203199,0.998793,1.000000,0.998863,1.000000,0.999359,1.000000,0.999396,1.000000
203399,0.998794,1.000000,0.998864,1.000000,0.999360,1.000000,0.999397,1.000000
203599,0.998796,1.000000,0.998865,1.000000,0.999361,1.000000,0.999397,1.000000
203799,0.998797,1.000000,0.998866,1.000000,0.999361,1.000000,0.999398,1.000000
203999,0.998798,1.000000,0.998867,1.000000,0.999362,1.000000,0.999399,1.000000
204199,0.998799,1.000000,0.998868,1.000000,0.999363,1.000000,0.999399,1.000000
204399,0.998800,1.000000,0.998869,1.000000,0.999363,1.000000,0.999400,1.000000
204599,0.998802,1.000000,0.998870,1.000000,0.999364,1.000000,0.999401,1.000000
204799,0.998803,1.000000,0.998871,1.000000,0.999365,1.000000,0.999401,1.000000
204999,0.998804,1.000000,0.998873,1.000000,0.999365,1.000000,0.999402,1.000000
205199,0.998805,1.000000,0.998874,1.000000,0.999366,1.000000,0.999402,1.000000
205399,0.998806,1.000000,0.998875,1.000000,0.999367,1.000000,0.999403,1.000000
205599,0.998807,1.000000,0.998876,1.000000,0.999367,1.000000,0.999404,1.000000
205799,0.998809,1.000000,0.998877,1.000000,0.999368,1.000000,0.999404,1.000000
205999,0.998810,1.000000,0.998878,1.000000,0.999369,1.000000,0.999405,1.000000
206199,0.998811,1.000000,0.998879,1.000000,0.999369,1.000000,0.999405,1.000000
206399,0.998812,1.000000,0.998880,1.000000,0.999370,1.000000,0.999406,1.000000
206599,0.998813,1.000000,0.998881,1.000000,0.999371,1.000000,0.999407,1.000000
206799,0.998814,1.000000,0.998882,1.000000,0.999371,1.000000,0.999407,1.000000
206999,0.998816,1.000000,0.998883,1.000000,0.999372,1.000000,0.999408,1.000000
207199,0.998817,1.000000,0.998885,1.000000,0.999373,1.000000,0.999409,1.000000
207399,0.998818,1.000000,0.998886,1.000000,0.999373,1.000000,0.999409,1.000000
207599,0.998819,1.000000,0.998887,1.000000,0.999374,1.000000,0.999410,1.000000
207799,0.998820,1.000000,0.998888,1.000000,0.999375,1.000000,0.999410,1.000000
207999,0.998821,1.000000,0.998889,1.000000,0.999375,1.000000,0.999411,1.000000
208199,0.998822,1.000000,0.998890,1.000000,0.999376,1.000000,0.999412,1.000000
208399,0.998824,1.000000,0.998891,1.000000,0.999376,1.000000,0.999412,1.000000
208599,0.998825,1.000000,0.998892,1.000000,0.999377,1.000000,0.999413,1.000000
208799,0.998826,1.000000,0.998893,1.000000,0.999378,1.000000,0.999413,1.000000
208999,0.998827,1.000000,0.998894,1.000000,0.999378,1.000000,0.999414,1.000000
209199,0.998828,1.000000,0.998895,1.000000,0.999379,1.000000,0.999415,1.000000
209399,0.998829,1.000000,0.998896,1.000000,0.999380,1.000000,0.999415,1.000000
209599,0.998830,1.000000,0.998897,1.000000,0.999380,1.000000,0.999416,1.000000
209799,0.998831,1.000000,0.998898,1.000000,0.999381,1.000000,0.999416,1.000000
209999,0.998833,1.000000,0.998900,1.000000,0.999381,1.000000,0.999417,1.000000
210199,0.998834,1.000000,0.998901,1.000000,0.999382,1.000000,0.999418,1.000000
210399,0.998835,1.000000,0.998902,1.000000,0.999383,1.000000,0.999418,1.000000
210599,0.998836,1.000000,0.998903,1.000000,0.999383,1.000000,0.999419,1.000000
210799,0.998837,1.000000,0.998904,1.000000,0.999384,1.000000,0.999419,1.000000
210999,0.998838,1.000000,0.998905,1.000000,0.999385,1.000000,0.999420,1.000000
211199,0.998839,1.000000,0.998906,1.000000,0.999385,1.000000,0.999420,1.000000
211399,0.998840,1.000000,0.998907,1.000000,0.999386,1.000000,0.999421,1.000000
211599,0.998841,1.000000,0.998908,1.000000,0.999386,1.000000,0.999422,1.000000
211799,0.998843,1.000000,0.998909,1.000000,0.999387,1.000000,0.999422,1.000000
211999,0.998844,1.000000,0.998910,1.000000,0.999388,1.000000,0.999423,1.000000
212199,0.998845,1.000000,0.998911,1.000000,0.999388,1.000000,0.999423,1.000000
212399,0.998846,1.000000,0.998912,1.000000,0.999389,1.000000,0.999424,1.000000
212599,0.998847,1.000000,0.998913,1.000000,0.999390,1.000000,0.999425,1.000000
212799,0.998848,1.000000,0.998914,1.000000,0.999390,1.000000,0.999425,1.000000
212999,0.998849,1.000000,0.998915,1.000000,0.999391,1.000000,0.999426,1.000000
213199,0.998850,1.000000,0.998916,1.000000,0.999391,1.000000,0.999426,1.000000
213399,0.998851,1.000000,0.998917,1.000000,0.999392,1.000000,0.999427,1.000000
213599,0.998852,1.000000,0.998918,1.000000,0.999393,1.000000,0.999427,1.000000
213799,0.998853,1.000000,0.998919,1.000000,0.999393,1.000000,0.999428,1.000000
213999,0.998854,1.000000,0.998920,1.000000,0.999394,1.000000,0.999429,1.000000
214199,0.998856,1.000000,0.998921,1.000000,0.999394,1.000000,0.999429,1.000000
214399,0.998857,1.000000,0.998922,1.000000,0.999395,1.000000,0.999430,1.000000
214599,0.998858,1.000000,0.998923,1.000000,0.999396,1.000000,0.999430,1.000000
214799,0.998859,1.000000,0.998924,1.000000,0.999396,1.000000,0.999431,1.000000
214999,0.998860,1.000000,0.998925,1.000000,0.999397,1.000000,0.999431,1.000000
215199,0.998861,1.000000,0.998926,1.000000,0.999397,1.000000,0.999432,1.000000
215399,0.998862,1.000000,0.998927,1.000000,0.999398,1.000000,0.999432,1.000000
215599,0.998863,1.000000,0.998928,1.000000,0.999399,1.000000,0.999433,1.000000
215799,0.998864,1.000000,0.998929,1.000000,0.999399,1.000000,0.999434,1.000000
215999,0.998865,1.000000,0.998930,1.000000,0.999400,1.000000,0.999434,1.000000
216199,0.998866,1.000000,0.998931,1.000000,0.999400,1.000000,0.999435,1.000000
216399,0.998867,1.000000,0.998932,1.000000,0.999401,1.000000,0.999435,1.000000
216599,0.998868,1.000000,0.998933,1.000000,0.999402,1.000000,0.999436,1.000000
216799,0.998869,1.000000,0.998934,1.000000,0.999402,1.000000,0.999436,1.000000
216999,0.998870,1.000000,0.998935,1.000000,0.999403,1.000000,0.999437,1.000000
217199,0.998871,1.000000,0.998936,1.000000,0.999403,1.000000,0.999437,1.000000
217399,0.998872,1.000000,0.998937,1.000000,0.999404,1.000000,0.999438,1.000000
217599,0.998873,1.000000,0.998938,1.000000,0.999404,1.000000,0.999439,1.000000
217799,0.998875,1.000000,0.998939,1.000000,0.999405,1.000000,0.999439,1.000000
217999,0.998876,1.000000,0.998940,1.000000,0.999406,1.000000,0.999440,1.000000
218199,0.998877,1.000000,0.998941,1.000000,0.999406,1.000000,0.999440,1.000000
218399,0.998878,1.000000,0.998942,1.000000,0.999407,1.000000,0.999441,1.000000
218599,0.998879,1.000000,0.998943,1.000000,0.999407,1.000000,0.999441,1.000000
218799,0.998880,1.000000,0.998944,1.000000,0.999408,1.000000,0.999442,1.000000
218999,0.998881,1.000000,0.998945,1.000000,0.999408,1.000000,0.999442,1.000000
219199,0.998882,1.000000,0.998946,1.000000,0.999409,1.000000,0.999443,1.000000
219399,0.998883,1.000000,0.998947,1.000000,0.999410,1.000000,0.999443,1.000000
219599,0.998884,1.000000,0.998948,1.000000,0.999410,1.000000,0.999444,1.000000
219799,0.998885,1.000000,0.998949,1.000000,0.999411,1.000000,0.999445,1.000000
219999,0.998886,1.000000,0.998950,1.000000,0.999411,1.000000,0.999445,1.000000
220199,0.998887,1.000000,0.998951,1.000000,0.999412,1.000000,0.999446,1.000000
220399,0.998888,1.000000,0.998952,1.000000,0.999412,1.000000,0.999446,1.000000
220599,0.998889,1.000000,0.998953,1.000000,0.999413,1.000000,0.999447,1.000000
220799,0.998890,1.000000,0.998954,1.000000,0.999414,1.000000,0.999447,1.000000
220999,0.998891,1.000000,0.998955,1.000000,0.999414,1.000000,0.999448,1.000000
221199,0.998892,1.000000,0.998955,1.000000,0.999415,1.000000,0.999448,1.000000
221399,0.998893,1.000000,0.998956,1.000000,0.999415,1.000000,0.999449,1.000000
221599,0.998894,1.000000,0.998957,1.000000,0.999416,1.000000,0.999449,1.000000
221799,0.998895,1.000000,0.998958,1.000000,0.999416,1.000000,0.999450,1.000000
221999,0.998896,1.000000,0.998959,1.000000,0.999417,1.000000,0.999450,1.000000
222199,0.998897,1.000000,0.998960,1.000000,0.999418,1.000000,0.999451,1.000000
222399,0.998898,1.000000,0.998961,1.000000,0.999418,1.000000,0.999451,1.000000
222599,0.998899,1.000000,0.998962,1.000000,0.999419,1.000000,0.999452,1.000000
222799,0.998900,1.000000,0.998963,1.000000,0.999419,1.000000,0.999452,1.000000
222999,0.998901,1.000000,0.998964,1.000000,0.999420,1.000000,0.999453,1.000000
223199,0.998902,1.000000,0.998965,1.000000,0.999420,1.000000,0.999454,1.000000
223399,0.998903,1.000000,0.998966,1.000000,0.999421,1.000000,0.999454,1.000000
223599,0.998904,1.000000,0.998967,1.000000,0.999421,1.000000,0.999455,1.000000
223799,0.998905,1.000000,0.998968,1.000000,0.999422,1.000000,0.999455,1.000000
223999,0.998906,1.000000,0.998969,1.000000,0.999422,1.000000,0.999456,1.000000
224199,0.998907,1.000000,0.998970,1.000000,0.999423,1.000000,0.999456,1.000000
224399,0.998908,1.000000,0.998970,1.000000,0.999424,1.000000,0.999457,1.000000
224599,0.998909,1.000000,0.998971,1.000000,0.999424,1.000000,0.999457,1.000000
224799,0.998910,1.000000,0.998972,1.000000,0.999425,1.000000,0.999458,1.000000
224999,0.998911,1.000000,0.998973,1.000000,0.999425,1.000000,0.999458,1.000000
225199,0.998912,1.000000,0.998974,1.000000,0.999426,1.000000,0.999459,1.000000
225399,0.998913,1.000000,0.998975,1.000000,0.999426,1.000000,0.999459,1.000000
225599,0.998914,1.000000,0.998976,1.000000,0.999427,1.000000,0.999460,1.000000
225799,0.998915,1.000000,0.998977,1.000000,0.999427,1.000000,0.999460,1.000000
225999,0.998916,1.000000,0.998978,1.000000,0.999428,1.000000,0.999461,1.000000
226199,0.998917,1.000000,0.998979,1.000000,0.999428,1.000000,0.999461,1.000000
226399,0.998917,1.000000,0.998980,1.000000,0.999429,1.000000,0.999462,1.000000
226599,0.998918,1.000000,0.998980,1.000000,0.999430,1.000000,0.999462,1.000000
226799,0.998919,1.000000,0.998981,1.000000,0.999430,1.000000,0.999463,1.000000
